record,age,sex,grade,race4,race7,bmi,stweight
929048,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,23.003,56.7
1304314,15 years old,Male,9th,White,White,19.12,50.8
1316066,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,23.0922,49.9
1307414,17 years old,Male,11th,White,White,21.972299999999997,63.5
931876,15 years old,Female,9th,White,White,23.558699999999998,54.43
32890,16 years old,Male,9th,Black or African American,Black or African American,NA,NA
1104282,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,21.336100000000002,51.260000000000005
39885,16 years old,Female,10th,White,White,NA,NA
499326,13 years old,Male,9th,White,White,17.9989,50.8
271017,18 years old or older,Female,11th,All other races,Asian,NA,NA
255649,NA,Male,9th,NA,NA,NA,NA
1104605,15 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,22.468299999999996,53.98
637447,15 years old,Female,9th,Black or African American,Black or African American,18.480699999999995,52.160000000000004
1315183,17 years old,Female,11th,Black or African American,Black or African American,28.8828,73.94000000000001
1105456,16 years old,Female,11th,All other races,Native Hawaiian/other PI,33.1066,93.44000000000001
935916,17 years old,Female,12th,Black or African American,Black or African American,19.284999999999997,54.43
269836,17 years old,Female,12th,All other races,Am Indian / Alaska Native,NA,NA
111590,17 years old,Male,11th,All other races,Am Indian / Alaska Native,NA,NA
107375,14 years old,Male,9th,Black or African American,Black or African American,NA,NA
1100720,17 years old,Male,12th,White,White,22.498599999999996,63.5
935432,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,28.8608,66.67999999999999
933503,16 years old,Female,10th,Black or African American,Black or African American,24.5514,73.48
1308045,17 years old,Male,12th,Black or African American,Black or African American,23.5494,72.11999999999999
926924,17 years old,Male,11th,White,White,24.8555,74.39
772684,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,19.3992,58.06
937697,18 years old or older,Female,12th,White,White,27.3207,77.11
38923,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
1308806,17 years old,Male,11th,Black or African American,Black or African American,23.3251,79.83
761427,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,22.131500000000003,63.96
189091,17 years old,Female,12th,All other races,NA,NA,NA
924703,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,34.358,108.86
1304305,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,24.6436,71.22
1314516,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,25.6914,65.77
33834,17 years old,Male,12th,Black or African American,Black or African American,NA,NA
931615,15 years old,Female,10th,White,White,19.463699999999996,56.25
933332,16 years old,Female,9th,Black or African American,Black or African American,22.195,58.97
1315322,17 years old,Female,11th,White,White,22.494,61.24
1313075,16 years old,Female,11th,All other races,Multiple - Non-Hispanic,27.317600000000002,72.58
1308869,17 years old,Male,10th,White,White,20.903299999999998,66.23
35529,18 years old or older,Male,11th,Black or African American,Black or African American,NA,NA
1099216,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,17.577900000000003,50.8
1314762,17 years old,Female,12th,White,White,23.228399999999997,67.13
334206,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,23.947699999999998,67.59
400357,17 years old,Male,10th,NA,NA,18.3673,56.25
31549,15 years old,Male,9th,All other races,Asian,NA,NA
268736,17 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
936157,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,26.8402,45.36
1098494,16 years old,Male,10th,Black or African American,Black or African American,22.514300000000002,68.95
630572,15 years old,Male,9th,White,White,24.337200000000003,77.11
1310172,18 years old or older,Male,12th,White,White,21.4746,68.04
115124,14 years old,Female,9th,All other races,NA,NA,NA
1313272,16 years old,Female,10th,Black or African American,Black or African American,31.654700000000002,86.17999999999999
635434,13 years old,Female,9th,White,White,20.77,49.9
635928,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,21.3706,63.96
1310956,14 years old,Female,9th,White,White,28.3516,72.58
1106710,16 years old,Female,12th,White,White,22.1484,56.7
930147,18 years old or older,Male,12th,All other races,Asian,28,90.72
1310925,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,18.159800000000004,49.44
1313059,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,22.3644,59.42
1304644,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,NA,NA
32974,16 years old,Male,9th,All other races,Asian,NA,NA
1312644,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,21.1611,52.160000000000004
181923,15 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
930393,12 years old or younger,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1094876,14 years old,Male,9th,Black or African American,Black or African American,21,68.04
767484,NA,Female,12th,NA,NA,NA,NA
930470,14 years old,Female,9th,White,White,20.8936,58.97
191258,18 years old or older,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1308287,17 years old,Male,11th,Black or African American,Black or African American,21.8671,74.84
1096837,15 years old,Male,10th,Black or African American,Black or African American,18.7539,59.42
928954,18 years old or older,Male,12th,White,White,19.3284,61.24
31588,15 years old,Male,9th,White,White,NA,NA
40764,17 years old,Female,10th,Black or African American,Black or African American,NA,NA
31650,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
929399,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,23.7033,79.38
402582,18 years old or older,Male,12th,All other races,Native Hawaiian/other PI,23.3029,65.77
929169,18 years old or older,Male,12th,White,White,26.5069,90.72
35414,18 years old or older,Male,11th,All other races,Asian,NA,NA
326407,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,27.199800000000003,86.17999999999999
501608,15 years old,Male,9th,All other races,Asian,13.1939,47.63
112047,17 years old,Male,9th,Black or African American,Black or African American,NA,NA
638369,16 years old,Female,10th,White,White,23.946699999999996,71.66999999999999
933512,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,26.130900000000004,64.41000000000001
1109056,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,23.3721,57.61
326969,17 years old,Male,11th,Black or African American,Black or African American,29.7336,83.92
1315458,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.796,51.260000000000005
628765,12 years old or younger,Male,10th,Black or African American,Black or African American,21.4759,65.77
332252,16 years old,Female,NA,NA,NA,20.375,52.160000000000004
1316580,18 years old or older,Female,12th,White,White,28.991699999999998,78.93
32800,16 years old,Male,10th,All other races,Am Indian / Alaska Native,NA,NA
925883,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.975299999999997,65.77
930360,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,33.743900000000004,97.52
396157,NA,NA,NA,NA,NA,NA,NA
30816,14 years old,Male,9th,All other races,Asian,NA,NA
925639,16 years old,Male,11th,Black or African American,Black or African American,25.0709,70.76
1095990,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,22.958399999999997,70.31
188340,16 years old,Female,11th,White,White,NA,NA
333815,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,25.3966,62.6
42175,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
1313080,16 years old,Female,11th,White,White,19.2391,44.449999999999996
771299,16 years old,Female,11th,All other races,Am Indian / Alaska Native,NA,NA
931509,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
929432,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,21.4759,65.77
937051,17 years old,Female,12th,All other races,Asian,18.6055,47.63
930378,NA,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
39388,16 years old,Female,10th,All other races,NA,NA,NA
1311290,15 years old,Female,10th,White,White,21.6832,57.61
1105060,16 years old,Female,10th,All other races,Multiple - Non-Hispanic,35.85379999999999,95.26
189490,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
925195,16 years old,Male,11th,White,White,20.884900000000002,63.96
1094578,12 years old or younger,Male,10th,NA,NA,16.0714,45.36
1105994,16 years old,Female,10th,All other races,Am Indian / Alaska Native,NA,NA
1107621,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.796,51.260000000000005
36695,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1316298,18 years old or older,Female,12th,White,White,33.5879,72.58
1102761,14 years old,Female,9th,NA,NA,NA,NA
922402,14 years old,Male,9th,All other races,Multiple - Non-Hispanic,22.733800000000002,68.04
1095831,15 years old,Male,10th,All other races,Am Indian / Alaska Native,28.445199999999996,95.26
186683,15 years old,Female,10th,White,White,NA,NA
1312081,15 years old,Female,10th,White,White,20.0234,51.260000000000005
923249,15 years old,Male,9th,Black or African American,Black or African American,20.089299999999998,56.7
503743,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,25.4759,78.02
255930,14 years old,Male,9th,Black or African American,Black or African American,NA,NA
110245,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
329133,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,29.6644,85.73
1303765,14 years old,Male,9th,Black or African American,Black or African American,26.770599999999998,84.82
1307287,16 years old,Male,10th,NA,NA,19.1832,60.78
1098551,16 years old,Male,11th,Black or African American,Black or African American,22.1484,56.7
764668,17 years old,Male,11th,Black or African American,Black or African American,25.978099999999998,88.91000000000001
271257,18 years old or older,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
332334,16 years old,Female,10th,White,White,21.326,58.06
1095493,15 years old,Male,9th,NA,NA,26.542399999999997,53.52
1305321,15 years old,Male,9th,White,White,18.5537,63.5
502452,16 years old,Male,11th,All other races,Am Indian / Alaska Native,36.072,107.96000000000001
111628,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
36135,18 years old or older,Male,12th,White,White,NA,NA
335737,18 years old or older,Female,12th,White,White,20.8936,58.97
113026,17 years old,Male,12th,All other races,Am Indian / Alaska Native,NA,NA
1315742,17 years old,Female,11th,White,White,18.962599999999995,53.52
1304287,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,18.480699999999995,52.160000000000004
190161,17 years old,Female,11th,White,White,NA,NA
507161,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,26.463199999999997,70.31
1314521,17 years old,Female,12th,Black or African American,Black or African American,27.317600000000002,72.58
1304336,15 years old,Male,9th,Black or African American,Black or African American,24.2507,72.58
770986,16 years old,Female,9th,All other races,Am Indian / Alaska Native,23.607100000000003,46.27
638602,16 years old,Female,10th,Black or African American,Black or African American,25.523699999999998,58.97
1303867,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.9945,59.879999999999995
1104330,15 years old,Female,9th,White,White,NA,NA
1316446,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,21.972699999999996,56.25
1304337,15 years old,Male,9th,Black or African American,Black or African American,25.7157,72.58
936027,17 years old,Female,11th,Black or African American,Black or African American,NA,NA
929761,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,18.9012,61.24
766917,18 years old or older,Male,10th,Hispanic/Latino,Hispanic/Latino,26.5164,74.84
327862,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,29.061999999999998,92.08
927399,17 years old,Male,12th,White,White,21.1903,61.24
764382,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,34.0044,73.48
266846,16 years old,Female,10th,White,White,NA,NA
256048,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
107044,14 years old,Male,9th,White,White,NA,NA
1306116,16 years old,Male,11th,White,White,21.4746,68.04
1107795,17 years old,Female,10th,White,White,22.633800000000004,55.790000000000006
1315940,17 years old,Female,11th,Black or African American,Black or African American,24.1696,69.85
32275,16 years old,Male,11th,White,White,NA,NA
39565,16 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
35565,18 years old or older,Male,12th,Black or African American,Black or African American,NA,NA
32563,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
190529,18 years old or older,Female,11th,White,White,NA,NA
186635,15 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
333068,16 years old,Female,12th,Black or African American,Black or African American,20.143800000000002,53.52
931571,15 years old,Female,9th,White,White,19.1488,55.339999999999996
1309945,18 years old or older,Male,12th,White,White,25.481499999999997,82.56
111533,17 years old,Male,12th,All other races,NA,NA,NA
925754,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,16.0333,50.8
933500,16 years old,Female,9th,Black or African American,Black or African American,NA,NA
927070,17 years old,Male,12th,White,White,30.5185,98.88
931650,15 years old,Female,10th,White,White,20.3913,48.99
927513,17 years old,Male,11th,Black or African American,Black or African American,22.5295,83.92
401582,18 years old or older,Male,10th,White,White,22.6503,84.36999999999999
1109852,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,22.6556,54.43
1306070,16 years old,Male,10th,White,White,NA,NA
935418,17 years old,Female,12th,Black or African American,Black or African American,25.1602,64.41000000000001
1101359,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,19.2508,68.04
931643,15 years old,Female,10th,White,White,21.6832,57.61
1096960,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,22.498599999999996,63.5
1313703,16 years old,Female,10th,Black or African American,Black or African American,25.0709,70.76
268034,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
1307031,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,24.411900000000003,64.86
1307542,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,24.589,69.4
116153,15 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1315370,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,19.463699999999996,56.25
