country,population,four_regions,eight_regions,six_regions,WorldRegions,Measures,Values
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,36.5
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,CO2emissions,6.28
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,3660
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3180
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,IncomePP,8280
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,71.1
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.7
Ukraine,45600000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,97.1
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,19.1
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,10600
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3210
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,58400
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,76.5
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
United Arab Emirates,8670000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,99.6
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,CO2emissions,7.02
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,5470
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3420
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,IncomePP,36500
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.5
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
United Kingdom,63800000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
United States,311000000,americas,america_north,america,Americas,CO2emissions,17
United States,311000000,americas,america_north,america,Americas,ElectricityUsePP,13200
United States,311000000,americas,america_north,america,Americas,FoodSupplykcPPD,3650
United States,311000000,americas,america_north,america,Americas,IncomePP,49800
United States,311000000,americas,america_north,america,Americas,LifeExpectancyYrs,78.8
United States,311000000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
United States,311000000,americas,america_north,america,Americas,WaterSourcePrct,99.2
Uruguay,3390000,americas,america_south,america,Americas,CO2emissions,2.29
Uruguay,3390000,americas,america_south,america,Americas,ElectricityUsePP,2810
Uruguay,3390000,americas,america_south,america,Americas,FoodSupplykcPPD,3010
Uruguay,3390000,americas,america_south,america,Americas,IncomePP,17900
Uruguay,3390000,americas,america_south,america,Americas,LifeExpectancyYrs,76.4
Uruguay,3390000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Uruguay,3390000,americas,america_south,america,Americas,WaterSourcePrct,98.6
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,CO2emissions,3.91
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,ElectricityUsePP,1630
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,FoodSupplykcPPD,2690
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,IncomePP,4470
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,LifeExpectancyYrs,69
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,FemaleLiteracyRate,99.2
Uzbekistan,29100000,asia,asia_west,europe_central_asia,Asia,WaterSourcePrct,91.5
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.546
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2840
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,2920
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,63.2
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,81.5
Vanuatu,242000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,87.4
Venezuela,29500000,americas,america_south,america,Americas,CO2emissions,6
Venezuela,29500000,americas,america_south,america,Americas,ElectricityUsePP,3190
Venezuela,29500000,americas,america_south,america,Americas,FoodSupplykcPPD,2800
Venezuela,29500000,americas,america_south,america,Americas,IncomePP,17000
Venezuela,29500000,americas,america_south,america,Americas,LifeExpectancyYrs,75.4
Venezuela,29500000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Venezuela,29500000,americas,america_south,america,Americas,WaterSourcePrct,97.2
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.7
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,1100
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2720
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,4720
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,73.3
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,91.4
Vietnam,89400000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,87.4
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,0.811
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,190
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,2210
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,3810
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,67.7
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,48.5
Yemen,24300000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,62.4
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.206
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,621
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,1910
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,3360
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,53.2
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Zambia,14300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,57.9
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.665
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,570
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2200
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1660
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,51.9
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,80.1
Zimbabwe,14400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,67.8
Monaco,37500,europe,europe_west,europe_central_asia,Europe,CO2emissions,NA
Monaco,37500,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,NA
Monaco,37500,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,NA
Monaco,37500,europe,europe_west,europe_central_asia,Europe,IncomePP,58100
Monaco,37500,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,NA
Monaco,37500,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Monaco,37500,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
San Marino,31500,europe,europe_west,europe_central_asia,Europe,CO2emissions,NA
San Marino,31500,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,NA
San Marino,31500,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,NA
San Marino,31500,europe,europe_west,europe_central_asia,Europe,IncomePP,43100
San Marino,31500,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,NA
San Marino,31500,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
San Marino,31500,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Holy See,796,europe,europe_west,europe_central_asia,Europe,CO2emissions,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,IncomePP,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Holy See,796,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,NA
